"year","global_tas"
1981,-0.147238254547119
1982,-0.271780252456665
1983,-0.414877235889435
1984,-0.398001253604889
1985,-0.350668251514435
1986,-0.167563244700432
1987,-0.12084025144577
1988,-0.274832248687744
1989,-0.23946225643158
1990,-0.0496432483196259
1991,-0.0369172506034374
1992,-0.254995256662369
1993,-0.0729582533240318
1994,-0.264059245586395
1995,-0.286978244781494
1996,-0.248282253742218
1997,-0.0430812500417233
1998,0.164498746395111
1999,0.114510752260685
2000,0.206124752759933
2001,0.379586756229401
2002,0.391030758619308
2003,0.197030752897263
2004,0.259988754987717
2005,0.346841752529144
2006,0.386849761009216
2007,0.367257744073868
2008,0.369576752185822
2009,0.392678737640381
2010,0.483498752117157
2011,0.325997740030289
2012,0.30570375919342
2013,0.338021755218506
2014,0.585305750370026
2015,0.594491720199585
2016,0.600411772727966
2017,0.613351762294769
2018,0.688821732997894
2019,0.734567761421204
2020,0.560586750507355
2021,0.703774750232697
2022,0.745889723300934
2023,0.933968722820282
2024,0.818307757377625
2025,0.961800754070282
2026,1.00800478458405
2027,0.967446744441986
2028,0.938638746738434
2029,1.0582367181778
2030,1.07615077495575
2031,1.01392471790314
2032,1.09128677845001
2033,1.26654970645905
2034,1.17481374740601
2035,1.1762787103653
2036,1.17646169662476
2037,1.3062527179718
2038,1.18653273582458
2039,1.28064870834351
2040,1.2931307554245
2041,1.4459627866745
2042,1.45630776882172
2043,1.4151097536087
2044,1.54349672794342
2045,1.61353480815887
2046,1.60315871238708
2047,1.54538869857788
2048,1.5477077960968
2049,1.62064480781555
2050,1.69934976100922
2051,1.74817776679993
2052,1.82019972801208
2053,1.77024269104004
2054,1.7398167848587
2055,1.91770374774933
2056,1.9958587884903
2057,2.01047682762146
2058,2.09687185287476
2059,2.16437673568726
2060,2.19519972801208
2061,2.13752174377441
2062,2.38553786277771
2063,2.43186378479004
2064,2.32792067527771
2065,2.44947171211243
2066,2.49573683738708
2067,2.52024269104004
2068,2.51252174377441
2069,2.62592482566833
2070,2.79682278633118
2071,2.72382473945618
2072,2.6224148273468
2073,2.59772682189941
2074,2.84546780586243
2075,2.99640774726868
2076,2.95374464988708
2077,3.02945876121521
2078,3.19931983947754
2079,3.3113796710968
2080,3.12418484687805
2081,3.2466516494751
2082,3.28186964988708
2083,3.32804274559021
2084,3.29276466369629
2085,3.28211379051208
2086,3.41175270080566
2087,3.47696876525879
2088,3.62461280822754
2089,3.67643165588379
2090,3.82093167304993
2091,3.76502370834351
2092,3.85941481590271
2093,3.83329176902771
2094,3.6380398273468
2095,3.85205984115601
2096,3.89060378074646
2097,3.72577786445618
2098,3.86426663398743
2099,4.02765798568726
