"year","global_tas"
1981,-0.377014458179474
1982,-0.435363441705704
1983,-0.492278456687927
1984,-0.380523443222046
1985,-0.380187451839447
1986,-0.180755451321602
1987,-0.186645448207855
1988,-0.112518452107906
1989,-0.0390624515712261
1990,0.0523375496268272
1991,0.0246885493397713
1992,-0.33587646484375
1993,-0.219055444002151
1994,-0.129791453480721
1995,-0.152129456400871
1996,0.0281375497579575
1997,0.0889585465192795
1998,0.0558165498077869
1999,0.0950925499200821
2000,0.127350553870201
2001,0.149322554469109
2002,0.22534154355526
2003,0.136352553963661
2004,0.188018545508385
2005,0.184417545795441
2006,0.270538538694382
2007,0.37930354475975
2008,0.460479557514191
2009,0.417999535799026
2010,0.428589552640915
2011,0.432708561420441
2012,0.313079535961151
2013,0.38006654381752
2014,0.319702535867691
2015,0.391723543405533
2016,0.379913538694382
2017,0.483795553445816
2018,0.549896538257599
2019,0.659210562705994
2020,0.652496576309204
2021,0.472717553377151
2022,0.448028564453125
2023,0.708496570587158
2024,0.653625547885895
2025,0.566681563854218
2026,0.675720572471619
2027,0.754791557788849
2028,0.792938530445099
2029,0.747131526470184
2030,0.801696538925171
2031,0.712371528148651
2032,0.82662957906723
2033,0.871826529502869
2034,1.0499575138092
2035,1.08099353313446
2036,0.997406542301178
2037,1.08062756061554
2038,1.18692052364349
2039,1.2718505859375
2040,1.25073254108429
2041,1.22460949420929
2042,1.28530859947205
2043,1.21481359004974
2044,1.25207555294037
2045,1.33496153354645
2046,1.42684960365295
2047,1.37896752357483
2048,1.4635626077652
2049,1.50729358196259
2050,1.58197057247162
2051,1.54519653320312
2052,1.55786156654358
2053,1.73175060749054
2054,1.77651953697205
2055,1.843017578125
2056,1.74209654331207
2057,1.79782152175903
2058,1.9281005859375
2059,2.02551245689392
2060,2.09487962722778
2061,2.05865454673767
2062,2.18841552734375
2063,2.36813354492188
2064,2.39263963699341
2065,2.40789866447449
2066,2.56442260742188
2067,2.59207153320312
2068,2.44540452957153
2069,2.4795835018158
2070,2.53311157226562
2071,2.56329345703125
2072,2.66806054115295
2073,2.6456606388092
2074,2.5263364315033
2075,2.60748362541199
2076,2.78805565834045
2077,2.77594065666199
2078,2.75555443763733
2079,2.87197852134705
2080,2.87954759597778
2081,2.96875047683716
2082,2.94131445884705
2083,2.9613344669342
2084,3.06536865234375
2085,3.07806444168091
2086,3.04177856445312
2087,3.18157958984375
2088,3.26367259025574
2089,3.41519165039062
2090,3.38418555259705
2091,3.52572655677795
2092,3.52047753334045
2093,3.50680565834045
2094,3.55905151367188
2095,3.5993344783783
2096,3.51953148841858
2097,3.63311743736267
2098,3.76867651939392
2099,3.78192162513733
