"year","global_tas"
1981,-0.216177895665169
1982,-0.320760905742645
1983,-0.391561895608902
1984,-0.33354789018631
1985,-0.265310913324356
1986,-0.159261897206306
1987,-0.130117893218994
1988,-0.0855009034276009
1989,-0.0883999019861221
1990,0.100686103105545
1991,-0.0404879003763199
1992,-0.345998913049698
1993,-0.284994900226593
1994,-0.16386990249157
1995,-0.121542900800705
1996,0.0248201005160809
1997,0.161600098013878
1998,0.0705050975084305
1999,0.119974099099636
2000,0.212716102600098
2001,0.33732008934021
2002,0.206918105483055
2003,0.122476100921631
2004,-0.0214138999581337
2005,0.0845730975270271
2006,0.123178102076054
2007,0.314432114362717
2008,0.386545091867447
2009,0.250223100185394
2010,0.171396106481552
2011,0.207620099186897
2012,0.396097093820572
2013,0.344797104597092
2014,0.261331111192703
2015,0.48175910115242
2016,0.610177099704742
2017,0.508706092834473
2018,0.645151078701019
2019,0.751565098762512
2020,0.755197107791901
2021,0.90702211856842
2022,0.865213096141815
2023,0.87629109621048
2024,0.902139127254486
2025,1.08472609519958
2026,1.22394704818726
2027,1.27747511863708
2028,1.23423111438751
2029,1.16843509674072
2030,1.18699014186859
2031,1.27289712429047
2032,1.32401406764984
2033,1.5588470697403
2034,1.56577408313751
2035,1.51569509506226
2036,1.50083315372467
2037,1.53397512435913
2038,1.65152907371521
2039,1.77152407169342
2040,1.75113809108734
2041,1.73121011257172
2042,1.83335208892822
2043,1.85166311264038
2044,1.82984304428101
2045,1.8214510679245
2046,1.96564614772797
2047,2.05411720275879
2048,1.91394913196564
2049,2.05066800117493
2050,2.21528005599976
2051,2.15693020820618
2052,2.26197218894958
2053,2.40409207344055
2054,2.43772315979004
2055,2.45023512840271
2056,2.49564504623413
2057,2.49665212631226
2058,2.63834500312805
2059,2.54895901679993
2060,2.70200514793396
2061,2.77015113830566
2062,2.71042799949646
2063,2.76697707176208
2064,2.8948450088501
2065,3.08851003646851
2066,3.10264015197754
2067,3.07178616523743
2068,3.17087721824646
2069,3.17878103256226
2070,3.23233914375305
2071,3.24506521224976
2072,3.47287917137146
2073,3.61387014389038
2074,3.60251712799072
2075,3.62754201889038
2076,3.77341604232788
2077,3.77842116355896
2078,3.86832618713379
2079,3.83863210678101
2080,3.9491970539093
2081,4.11985111236572
2082,4.21186208724976
2083,4.23990821838379
2084,4.33896827697754
2085,4.35605812072754
2086,4.3203821182251
2087,4.47312307357788
2088,4.57791996002197
2089,4.61469411849976
2090,4.65030813217163
2091,4.66343116760254
2092,4.67838430404663
2093,4.76612186431885
2094,4.75348806381226
2095,4.92640113830566
2096,5.04740333557129
2097,5.25190114974976
2098,5.15061330795288
2099,5.15964603424072
