"year","global_tas"
1981,-0.240916207432747
1982,-0.423656195402145
1983,-0.606914222240448
1984,-0.506022214889526
1985,-0.39142918586731
1986,-0.277415186166763
1987,-0.19797819852829
1988,-0.295604199171066
1989,-0.256663203239441
1990,-0.18311619758606
1991,-0.0963852033019066
1992,-0.168651193380356
1993,0.112507797777653
1994,-0.157603204250336
1995,-0.311046212911606
1996,-0.183421194553375
1997,0.0771678015589714
1998,0.0916028022766113
1999,0.117786802351475
2000,0.0927928015589714
2001,0.092976801097393
2002,0.190388798713684
2003,0.323933809995651
2004,0.524891793727875
2005,0.503834784030914
2006,0.190449804067612
2007,0.219990804791451
2008,0.250690788030624
2009,0.400227785110474
2010,0.459919810295105
2011,0.266285806894302
2012,0.418476790189743
2013,0.670704782009125
2014,0.731525778770447
2015,0.254993796348572
2016,0.169147804379463
2017,0.280933797359467
2018,0.586353778839111
2019,0.839588820934296
2020,0.57017982006073
2021,0.58385181427002
2022,0.665485799312592
2023,0.780537784099579
2024,0.78810578584671
2025,0.706684827804565
2026,0.703815817832947
2027,0.790333807468414
2028,1.07033181190491
2029,1.18614685535431
2030,0.82283478975296
2031,0.647571802139282
2032,0.852924823760986
2033,1.0886127948761
2034,1.38985180854797
2035,1.01512575149536
2036,0.868488788604736
2037,0.935902774333954
2038,1.1110428571701
2039,1.23527979850769
2040,1.03926575183868
2041,1.0796707868576
2042,1.38014674186707
2043,1.59849977493286
2044,1.29533874988556
2045,1.19777381420135
2046,1.26329481601715
2047,1.45622682571411
2048,1.59065675735474
2049,1.37538576126099
2050,1.2950028181076
2051,1.36250782012939
2052,1.64186584949493
2053,1.90578174591064
2054,1.85030078887939
2055,1.87361574172974
2056,1.77446484565735
2057,1.79118776321411
2058,1.95164978504181
2059,2.09483790397644
2060,2.27257180213928
2061,1.92989075183868
2062,1.81728076934814
2063,1.99940979480743
2064,2.21275782585144
2065,2.3716938495636
2066,2.48643970489502
2067,2.34358668327332
2068,2.18346071243286
2069,2.1859028339386
2070,2.31862378120422
2071,2.61043286323547
2072,2.59334278106689
2073,2.53328371047974
2074,2.45207691192627
2075,2.60374879837036
2076,2.94487476348877
2077,3.03795289993286
2078,2.77425074577332
2079,2.64259791374207
2080,2.76497387886047
2081,2.93318581581116
2082,3.19716382026672
2083,3.19746875762939
2084,2.92281079292297
2085,2.87593579292297
2086,3.10118579864502
2087,3.33131885528564
2088,3.30122780799866
2089,3.20228981971741
2090,3.25481081008911
2091,3.47801685333252
2092,3.47407984733582
2093,3.16707277297974
2094,3.19124269485474
2095,3.39836573600769
2096,3.52745485305786
2097,3.74092578887939
2098,3.93825173377991
2099,3.65346169471741
