"year","global_tas"
1981,-0.00912484992295504
1982,-0.0828248485922813
1983,-0.448424845933914
1984,-0.341827839612961
1985,-0.319030851125717
1986,-0.287902861833572
1987,-0.256499856710434
1988,-0.0399778485298157
1989,-0.0433958508074284
1990,-0.0803528502583504
1991,-0.199859842658043
1992,-0.459411859512329
1993,-0.356719851493835
1994,-0.206756845116615
1995,-0.022155849263072
1996,-0.00183085002936423
1997,0.209411144256592
1998,0.139648154377937
1999,0.214966148138046
2000,0.208130151033401
2001,0.130310148000717
2002,0.0957031473517418
2003,0.175445154309273
2004,0.270813137292862
2005,0.51043713092804
2006,0.330841153860092
2007,0.306091159582138
2008,0.433594137430191
2009,0.56179815530777
2010,0.46746814250946
2011,0.52383416891098
2012,0.434753149747849
2013,0.359344154596329
2014,0.499023139476776
2015,0.610046148300171
2016,0.562897145748138
2017,0.611114144325256
2018,0.719665169715881
2019,0.753174126148224
2020,0.617218136787415
2021,0.783508121967316
2022,0.703247129917145
2023,0.581268131732941
2024,0.693054139614105
2025,0.710052132606506
2026,0.764740169048309
2027,1.00430309772491
2028,1.06350719928741
2029,0.86044317483902
2030,0.984924137592316
2031,1.07354712486267
2032,0.966095149517059
2033,1.11798119544983
2034,1.30859410762787
2035,1.16626012325287
2036,1.16619920730591
2037,1.22244215011597
2038,1.25448620319366
2039,1.41787719726562
2040,1.43008410930634
2041,1.36874413490295
2042,1.35458409786224
2043,1.38269019126892
2044,1.50650012493134
2045,1.63192713260651
2046,1.50595116615295
2047,1.43878209590912
2048,1.51474010944366
2049,1.72283911705017
2050,1.74133312702179
2051,1.64505016803741
2052,1.69094812870026
2053,1.86825513839722
2054,1.92926013469696
2055,1.96795618534088
2056,1.92932116985321
2057,2.12616014480591
2058,2.18811011314392
2059,2.08264112472534
2060,2.16229224205017
2061,2.17181420326233
2062,2.20257616043091
2063,2.23614525794983
2064,2.29992723464966
2065,2.49212622642517
2066,2.51870703697205
2067,2.42962622642517
2068,2.41482520103455
2069,2.52053809165955
2070,2.64032006263733
2071,2.71304321289062
2072,2.67886304855347
2073,2.75280714035034
2074,2.7817690372467
2075,2.89944410324097
2076,2.79345703125
2077,2.87100219726562
2078,2.9822690486908
2079,2.97345018386841
2080,3.19058203697205
2081,3.24612426757812
2082,3.26190209388733
2083,3.19726514816284
2084,3.16836524009705
2085,3.27511620521545
2086,3.31460618972778
2087,3.45636010169983
2088,3.52960205078125
2089,3.48294115066528
2090,3.48370313644409
2091,3.65289306640625
2092,3.7167661190033
2093,3.63952612876892
2094,3.65850806236267
2095,3.78405714035034
2096,3.82760620117188
2097,3.78945922851562
2098,3.84350609779358
2099,3.89096117019653
