"year","global_tas"
1981,-0.268563359975815
1982,-0.25290834903717
1983,-0.261026352643967
1984,-0.203775346279144
1985,-0.162790343165398
1986,-0.135171353816986
1987,-0.0881133526563644
1988,-0.106332346796989
1989,0.0567836500704288
1990,0.164907649159431
1991,-0.110360346734524
1992,-0.259225338697433
1993,-0.173135355114937
1994,-0.186898350715637
1995,-0.18479335308075
1996,-0.0306183490902185
1997,-0.044870350509882
1998,-0.0275973491370678
1999,0.135732650756836
2000,0.0921536535024643
2001,0.0595616512000561
2002,0.0945956483483315
2003,0.19130565226078
2004,0.275625646114349
2005,0.276449650526047
2006,0.262411653995514
2007,0.0990206524729729
2008,0.174246653914452
2009,0.270376652479172
2010,0.429891645908356
2011,0.27995964884758
2012,0.205801650881767
2013,0.35741263628006
2014,0.340689659118652
2015,0.435201644897461
2016,0.513174653053284
2017,0.396658658981323
2018,0.402334660291672
2019,0.503408670425415
2020,0.477468639612198
2021,0.562856674194336
2022,0.539358675479889
2023,0.638754665851593
2024,0.626852631568909
2025,0.735159635543823
2026,0.767294645309448
2027,0.831167638301849
2028,0.923055648803711
2029,0.804525673389435
2030,0.769064664840698
2031,0.772970676422119
2032,0.853872656822205
2033,0.95711362361908
2034,0.995168626308441
2035,1.13274264335632
2036,1.17793869972229
2037,1.17745065689087
2038,1.07054769992828
2039,1.05806565284729
2040,1.18205869197845
2041,1.15199863910675
2042,1.1422336101532
2043,1.14778769016266
2044,1.3487457036972
2045,1.39763462543488
2046,1.32185959815979
2047,1.26845359802246
2048,1.39674961566925
2049,1.42235469818115
2050,1.50493466854095
2051,1.60539865493774
2052,1.56859469413757
2053,1.65129661560059
2054,1.66982161998749
2055,1.73940169811249
2056,1.67738962173462
2057,1.67232370376587
2058,1.70744967460632
2059,1.68004465103149
2060,1.82250070571899
2061,2.06096458435059
2062,2.06297969818115
2063,1.97597360610962
2064,2.06374168395996
2065,2.22933053970337
2066,2.22313570976257
2067,2.23683762550354
2068,2.26143455505371
2069,2.19997262954712
2070,2.32567453384399
2071,2.3852756023407
2072,2.40404367446899
2073,2.54375267028809
2074,2.63701462745667
2075,2.65419673919678
2076,2.56224656105042
2077,2.55797457695007
2078,2.60686373710632
2079,2.51506662368774
2080,2.64180564880371
2081,2.7743136882782
2082,2.79653072357178
2083,2.91033053398132
2084,2.8471896648407
2085,2.79744553565979
2086,2.84575462341309
2087,3.10216355323792
2088,3.29256272315979
2089,3.15056467056274
2090,3.08992671966553
2091,3.28371262550354
2092,3.33437156677246
2093,3.25874972343445
2094,3.38130760192871
2095,3.50307369232178
2096,3.56001853942871
2097,3.53063058853149
2098,3.46080660820007
2099,3.43028855323792
