region,year,mean,sdev
MWI,1981,22.659997179887633,0.24502812151062067
DJI,1981,29.234684454892786,0.40628178280991289
FUND-ANZ,1981,16.456033536348063,0.19907388856736485
FUND-CAM,1981,20.587315947225719,0.1339076092346948
CRI,1981,22.881186257172025,0.56566392907465746
FUND-SSA,1981,24.250356319343958,0.26122300721616964
YEM,1981,20.678503411152779,0.32151343142909472
SJM,1981,-8.243046705571917,0.97829315144530826
NAM,1981,21.908179182359284,0.22496899829309402
MEX,1981,19.737279079512458,0.15939852967713372
BHS,1981,25.431857956210223,0.29445290331610197
MDA,1981,9.8023690722582248,0.63576669510053951
SEN,1981,26.883365747953356,0.32760323007702702
TWN,1981,nan,nan
ASM,1981,23.134895119893791,0.35245715840796682
TUN,1981,18.166342325348722,0.22295937521904399
POL,1981,8.0789837672663349,0.73334960271902849
MYS,1981,26.890954690592025,0.20558297222405916
MNP,1981,25.548406442732681,1.0391379697159084
LBN,1981,16.231815284955388,0.59251880788282607
ZMB,1981,22.430167987046612,0.28835990938819739
SWE,1981,5.4055165390349798,0.86146327276507362
AGO,1981,22.337685121048352,0.27079845071543163
FUND-SAS,1981,25.048429653647268,0.27258889502357003
NER,1981,28.839759751057986,0.38610446294294681
LKA,1981,26.192104073596955,0.42751210851617577
FIN,1981,3.280862355431204,1.1623355875933392
KAZ,1981,6.5668660520625046,0.41146678563445166
SPM,1981,7.1208665896685304,0.46950331909560983
GEO,1981,9.2241512142162829,0.90229504767829494
VIR,1981,26.094629294493352,0.68450873006374657
STP,1981,21.05071831583496,0.38459250451415988
SMR,1981,10.841348336141843,0.45491585983575378
FUND-JPK,1981,13.512726392094176,0.52328943792001203
AFG,1981,12.469520125465921,0.44186530394502127
ETH,1981,19.812313130664151,0.31832500348982595
URY,1981,17.592000926898471,0.30715465985714385
SRB,1981,11.05144042795388,0.53048586152477928
UMI,1981,23.472419173240617,1.432442774716542
FUND-MDE,1981,17.474691334656736,0.24359807077944745
GIN,1981,25.222184069029396,0.22570260064497505
KO-,1981,9.3293375728224053,0.52016833813454078
TCD,1981,28.444195770201286,0.40737266033142716
PRK,1981,8.2088461952311604,0.67725278617242923
FUND-MAF,1981,19.499156712628434,0.1396221514903461
NCL,1981,21.093193011339039,0.41613857329601045
COM,1981,24.812810402540283,0.51201168563104449
COL,1981,20.63947200412747,0.36701202184640275
IDN,1981,26.333294562467547,0.23671126503632414
MRT,1981,28.235112698423386,0.3162971577530112
KHM,1981,28.124596488259417,0.24370466917457026
EST,1981,5.0871010353661354,1.220526432128918
FUND-USA,1981,14.113627944622237,0.37165345249153325
NLD,1981,9.656748853403947,0.53444943144510204
LSO,1981,13.011515437039758,0.75988902164871186
BOL,1981,16.356986799668093,0.36146983757167145
OMN,1981,25.524667542781359,0.40477304346267484
FRA,1981,11.030939013984449,0.4457583534686903
LIE,1981,5.0589148441304381,0.50622257482274646
JOR,1981,18.610220090311859,0.43247735323535397
GLP,1981,24.619324960371202,0.73760599262156301
KEN,1981,21.372686153105249,0.37157941846181414
WSM,1981,25.757673154992027,0.51426067574076417
GNQ,1981,24.360690488270556,0.25319934722407789
ERI,1981,22.80942992484276,0.35109516968927895
BGR,1981,10.657221647890038,0.42293073722719621
ROU,1981,9.5126902517773715,0.5804884328759361
CPV,1981,21.417384183789107,0.66415580699626686
TUR,1981,12.67596324481848,0.32545290004648769
SYR,1981,17.660545680297027,0.27747339614435507
QAT,1981,27.580279746013172,0.30775373158769698
MYT,1981,25.523177575628505,0.3757905015447387
TLS,1981,24.534165184568359,0.51740676059684076
GMB,1981,27.068031737330212,0.34180775309714267
DMA,1981,23.334175046215005,0.60449347382270613
BHR,1981,27.6188561638496,0.34221977967632927
TTO,1981,26.785894884455729,0.54800113929249217
SAU,1981,25.501377904972134,0.3020283027722665
ATG,1981,26.713747536886139,0.63314797701338088
VNM,1981,25.960115905039004,0.2065204378078592
DZA,1981,16.664046887294564,0.21969161630740791
ARG,1981,17.801895474765967,0.28885699077035054
AUS,1981,17.311883814857765,0.23419448551778294
GTM,1981,20.215310000572121,0.25015785012192143
SUR,1981,27.147263367038359,0.40784314528518589
FJI,1981,23.707315364968096,0.36996352811047961
ESP,1981,14.267348258677385,0.39468473970323559
MOZ,1981,24.30500343405803,0.25063523735190013
BMU,1981,23.290443448260703,0.28732656739418927
BRN,1981,27.407567271955873,0.31121667462936392
FUND-EEU,1981,9.2428832075451925,0.56403052700199829
LBY,1981,20.532198625026798,0.19870411864683318
FUND-LAM,1981,21.475482757870264,0.22770981481091629
PRT,1981,15.037344432212967,0.42036863591759127
NPL,1981,19.819867340459727,0.54914118482764329
ATF,1981,nan,nan
UZB,1981,13.183456526519079,0.46637440109359235
,1981,19.087188683934606,0.15273365564526964
FRO,1981,6.8122627562641718,0.60667875769385282
MDG,1981,21.009342083656218,0.21646755388331176
MUS,1981,22.146748739806128,0.53257496754590272
PSE,1981,19.680461995407544,0.22586167386780751
NRU,1981,26.504773825435194,1.1693224860782976
KWT,1981,25.977164966584589,0.35242851915733159
CYP,1981,18.256683159256561,0.48590060361871207
COD,1981,24.406239650813223,0.29899019526795861
GRL,1981,-8.3507670785165935,2.0078826659672702
PAK,1981,23.457145234360549,0.33654737031464138
SDN,1981,28.992098480607762,0.39545937386935198
NGA,1981,26.980697593890678,0.27747653884229917
ALB,1981,12.093571506753666,0.56701146152563808
CIV,1981,26.321758817483293,0.24839426595863998
WLF,1981,25.081844909302756,0.45554687048179315
PHL,1981,25.86270517421281,0.21755153627605342
PER,1981,18.054068234022516,0.42944292009631352
IRL,1981,9.4549916009817334,0.43410293194744681
LUX,1981,9.1520861658719106,0.53249301565743878
KOR,1981,12.006712471107003,0.55311038586892158
AUT,1981,7.720485832591141,0.61371477302451016
MNE,1981,9.416011746219505,0.63572737389402412
TGO,1981,26.984430771167528,0.33239184880742251
SLB,1981,24.679080306383547,0.30340083202108881
UKR,1981,8.3858062405424327,0.65477396716501723
GRD,1981,26.34214493866174,0.51064991249883396
CHL,1981,12.527602337064252,0.88857376876555816
LAO,1981,24.642779472309439,0.3222856693561173
LVA,1981,5.9066479465508639,1.0119487334597888
BEN,1981,27.529107974990609,0.30448827567906606
GUF,1981,26.134655660826319,0.34900555493544388
FUND-CHI,1981,14.797752022681733,0.30139303764916536
FUND-SIS,1981,25.205020326635392,0.42010118705976457
VEN,1981,25.055837607216869,0.400224599522229
AND,1981,4.1628220842834036,0.37848560724807817
PNG,1981,23.753917898451515,0.22222285610798637
FUND-#N/A,1981,nan,nan
BGD,1981,25.648632279300227,0.29207105581698833
CAN,1981,5.9293871675668539,0.51405877898113816
BTN,1981,12.726582170903232,0.93044383011205833
BWA,1981,22.220713515460481,0.30840357017996084
FUND-WEU,1981,10.583528104955269,0.40224867662281139
IND,1981,25.573032083172119,0.28866896810935222
MLI,1981,27.963437552329086,0.2807511703579329
ISL,1981,2.9497088079811506,0.5127659996630104
TCA,1981,25.966170330557059,1.1515208509406787
ARM,1981,7.9459980259782679,0.51376986245578093
CMR,1981,25.242793578114629,0.28766733904653791
ECU,1981,20.877932115413827,0.49776015258114514
BLZ,1981,25.620335267518264,0.30454623773982614
MTQ,1981,26.237023295371849,0.70185528995494806
RUS,1981,3.9394514866329722,0.63877649144821425
COG,1981,25.045566327582094,0.30683784639689204
HKG,1981,23.092495937998251,0.23855443241413843
SLE,1981,25.681605459189832,0.24337489535175894
TZA,1981,23.199180096378203,0.29291199930341855
BLR,1981,6.3889531486620834,0.94534049015403421
TON,1981,21.889172888351734,0.54587272031004841
DNK,1981,7.9523080542317963,0.76340570239619854
KNA,1981,25.534215253054658,0.75780267328086048
CAF,1981,25.740820370320289,0.33843409391429657
FUND-CAN,1981,5.9293871675668539,0.51405877898113816
BFA,1981,28.216860006972258,0.3012876569020998
MNG,1981,-1.2162972535715968,0.48845231241387449
FUND-SEA,1981,26.338976308698278,0.19014336247734795
USA,1981,14.09823190149598,0.37222867522818781
NIC,1981,25.330250413426761,0.48599072556195055
SWZ,1981,20.500512999654632,0.28709171777610876
MMR,1981,25.922718096609835,0.2334706524451689
PAN,1981,25.607093130016434,0.47420258564034024
CYM,1981,27.309595781167371,0.28460977325017717
ARE,1981,27.077829950841256,0.34139449154058427
GAB,1981,25.674650691270259,0.25789706648594068
HRV,1981,11.088361423064043,0.57477162617889221
ITA,1981,12.950357320917018,0.50153968360196
DOM,1981,25.314551230882138,0.62595551094524826
IRQ,1981,22.632074885719831,0.3377850089839084
FSM,1981,27.40233515963622,0.49631063842212342
BRA,1981,23.505741500445588,0.26243987103297661
DEU,1981,9.0287276041482993,0.58287567584314859
SOM,1981,27.110042869699335,0.2399762242128726
IRN,1981,15.360644870295694,0.45439902523406078
TKM,1981,15.356008667839641,0.4042869385885246
MKD,1981,10.015043977072315,0.36314974378790682
PLW,1981,27.546658505301384,0.27097045567022521
RWA,1981,19.218057102518149,0.29784176658479145
BDI,1981,21.097751775138384,0.28905119887240754
