"year","global_tas"
1981,-0.0990521982312202
1982,-0.168998196721077
1983,-0.0254442002624273
1984,-0.0851062014698982
1985,-0.0609051994979382
1986,-0.0255052000284195
1987,-0.0496752001345158
1988,-0.105613201856613
1989,-0.0833361968398094
1990,-0.0871812030673027
1991,-0.103447198867798
1992,-0.0808331966400146
1993,-0.105583198368549
1994,0.0186848007142544
1995,-0.00679720006883144
1996,0.0447157993912697
1997,-0.0197982005774975
1998,-0.0101242000237107
1999,0.0333938002586365
2000,0.0598828010261059
2001,0.144141793251038
2002,0.0726697966456413
2003,0.0197218004614115
2004,0.194099798798561
2005,0.0905838012695312
2006,0.10169280320406
2007,0.177985802292824
2008,0.221809804439545
2009,0.174751803278923
2010,0.163581803441048
2011,0.156440794467926
2012,0.177039802074432
2013,0.236640796065331
2014,0.245155796408653
2015,0.139686793088913
2016,0.204444795846939
2017,0.193549796938896
2018,0.223396793007851
2019,0.252754807472229
2020,0.194221794605255
2021,0.312324792146683
2022,0.28171581029892
2023,0.287788808345795
2024,0.300086796283722
2025,0.393958806991577
2026,0.366615802049637
2027,0.460426807403564
2028,0.411689788103104
2029,0.444831788539886
2030,0.512306809425354
2031,0.419288814067841
2032,0.48935678601265
2033,0.478797793388367
2034,0.51728081703186
2035,0.631538808345795
2036,0.588630795478821
2037,0.59262877702713
2038,0.67252379655838
2039,0.596046805381775
2040,0.608711779117584
2041,0.716041803359985
2042,0.683570802211761
2043,0.598304808139801
2044,0.607276797294617
2045,0.631507813930511
2046,0.664069771766663
2047,0.692756772041321
2048,0.741859793663025
2049,0.772193789482117
2050,0.739997804164886
2051,0.812354803085327
2052,0.815559804439545
2053,0.863563776016235
2054,0.863685786724091
2055,0.866248786449432
2056,0.898719787597656
2057,0.788917779922485
2058,0.770454823970795
2059,0.857215821743011
2060,0.990638792514801
2061,0.995948791503906
2062,0.905586779117584
2063,1.00724077224731
2064,0.955146789550781
2065,0.946784794330597
2066,0.875892817974091
2067,0.999488770961761
2068,0.976692795753479
2069,0.996497809886932
2070,1.06076776981354
2071,1.09479582309723
2072,1.11286175251007
2073,1.15619683265686
2074,1.03559076786041
2075,1.1013867855072
2076,1.13922882080078
2077,1.20032477378845
2078,1.20703876018524
2079,1.25681281089783
2080,1.27194976806641
2081,1.14908576011658
2082,1.24481976032257
2083,1.2254718542099
2084,1.21182978153229
2085,1.28528583049774
2086,1.11338078975677
2087,1.24112677574158
2088,1.30026984214783
2089,1.28830683231354
2090,1.26441180706024
2091,1.2565997838974
2092,1.22919476032257
2093,1.22376275062561
2094,1.16004180908203
2095,1.19406878948212
2096,1.32144975662231
2097,1.20331585407257
2098,1.21060979366302
2099,1.30658781528473
