"year","global_tas"
1981,-0.0983875468373299
1982,-0.19442555308342
1983,-0.372617542743683
1984,-0.164335548877716
1985,-0.140409544110298
1986,-0.184721544384956
1987,-0.0646045506000519
1988,-0.0818465501070023
1989,0.116945452988148
1990,0.236848443746567
1991,0.0356154516339302
1992,-0.53265255689621
1993,-0.495512545108795
1994,-0.205656543374062
1995,-0.1796555519104
1996,-0.121336549520493
1997,-0.0761395469307899
1998,0.213533446192741
1999,0.243165448307991
2000,0.200898453593254
2001,0.11026144772768
2002,0.204927444458008
2003,0.296479463577271
2004,0.152925446629524
2005,0.130525454878807
2006,0.258027464151382
2007,0.317781448364258
2008,0.348939448595047
2009,0.344239443540573
2010,0.376710444688797
2011,0.587403476238251
2012,0.66427743434906
2013,0.618715465068817
2014,0.53308242559433
2015,0.685945451259613
2016,0.793397426605225
2017,0.472779452800751
2018,0.362245440483093
2019,0.547548472881317
2020,0.563752472400665
2021,0.604249477386475
2022,0.466188460588455
2023,0.472902446985245
2024,0.599702477455139
2025,0.730348467826843
2026,0.709840476512909
2027,0.5547194480896
2028,0.777345478534698
2029,0.886415421962738
2030,0.687837421894073
2031,0.786653459072113
2032,0.935365438461304
2033,1.21341145038605
2034,0.945253431797028
2035,0.794984459877014
2036,1.02322542667389
2037,1.13726949691772
2038,1.13229548931122
2039,1.22113239765167
2040,1.07638740539551
2041,0.933473467826843
2042,1.01315450668335
2043,1.26870846748352
2044,1.34750545024872
2045,1.1336385011673
2046,1.07757747173309
2047,1.16833639144897
2048,1.07013142108917
2049,1.12475740909576
2050,1.29242146015167
2051,1.42895650863647
2052,1.3191545009613
2053,1.10165548324585
2054,1.28677546977997
2055,1.28207540512085
2056,1.16287350654602
2057,1.16351449489594
2058,1.51809847354889
2059,1.37701547145844
2060,1.2682204246521
2061,1.20157039165497
2062,1.52401840686798
2063,1.71362447738647
2064,1.51623749732971
2065,1.39834749698639
2066,1.42273139953613
2067,1.32437241077423
2068,1.4152843952179
2069,1.70620846748352
2070,1.55484139919281
2071,1.2965714931488
2072,1.26553547382355
2073,1.4998494386673
2074,1.77115046977997
2075,1.60110640525818
2076,1.43148946762085
2077,1.36331343650818
2078,1.58828949928284
2079,1.55700850486755
2080,1.80792450904846
2081,1.9223644733429
2082,1.53683650493622
2083,1.40326046943665
2084,1.42645442485809
2085,1.66162240505219
2086,1.73950350284576
2087,1.61844050884247
2088,1.55719149112701
2089,1.69336140155792
2090,1.7444474697113
2091,1.59369039535522
2092,1.49078547954559
2093,1.56463742256165
2094,1.64459347724915
2095,1.69912850856781
2096,1.83703744411469
2097,1.66021847724915
2098,1.49478340148926
2099,1.64718747138977
