region,year,mean,sdev
CYP,1980-1999,9.8566913624757451,0.046176942187566378
TON,1980-1999,8.6156625440689609,0.33223224829061715
CHN,1980-1999,9.0238169869649134,0.034523039899655453
VUT,1980-1999,8.5230739331896093,0.23678085350781827
SPM,1980-1999,8.9230613888686463,0.004637556629596736
BEL,1980-1999,10.454678092993914,0.024377648658520035
ISL,1980-1999,10.461256262136555,0.052363959021911835
CHL,1980-1999,9.5156031642617496,0.089916730678699111
FUND-FSU,1980-1999,9.2214560138336648,0.030860249348195701
GMB,1980-1999,7.4977273867629135,0.086698494379572791
KHM,1980-1999,7.6730309343571594,0.034956295314416588
GTM,1980-1999,8.5248075295695873,0.17218358702094871
DMA,1980-1999,8.9230613888686463,0.004637556629596736
HTI,1980-1999,7.115150566114421,0.1472606614902249
SRB,1980-1999,8.9364588919680283,0.041405243263996756
NLD,1980-1999,10.584987596334315,0.056222078445610231
UMI,1980-1999,8.9230613888686463,0.004637556629596736
BRB,1980-1999,9.8939820283605453,0.11568851882434775
GNB,1980-1999,6.9287809608197861,0.11095847477575448
GRL,1980-1999,8.9340271365817721,0.0046380272818608067
TWN,1980-1999,nan,nan
COG,1980-1999,8.1093863973757703,0.29075122642117468
COD,1980-1999,5.7738689692225638,0.064824127159476219
IRL,1980-1999,10.482909643708449,0.023998755791024
JOR,1980-1999,8.5607321734525161,0.015841494595802075
BHR,1980-1999,10.021788362192055,0.056596266014184778
YEM,1980-1999,7.7868231602529274,0.10170336534527527
NPL,1980-1999,7.0587472505215736,0.038386572623421746
LAO,1980-1999,7.9344539829198082,0.065990459784204647
CAN,1980-1999,10.501435482727219,0.0076498740084656831
URY,1980-1999,9.4584565659850668,0.068425729279068703
KWT,1980-1999,10.732748472081605,0.047013801887715694
CPV,1980-1999,8.279113608694642,0.056754412618301046
SHN,1980-1999,8.9230613888686463,0.004637556629596736
UGA,1980-1999,7.0911990633538089,0.0097490826540113963
UKR,1980-1999,8.8484760602092791,0.056223962612321418
TLS,1980-1999,7.2795958956110463,0.057304394476053198
TCD,1980-1999,7.1891034348516545,0.032371585707344191
SSD,1980-1999,8.9210800540622408,0.0046380272818608067
PLW,1980-1999,8.9230613888686463,0.004637556629596736
PHL,1980-1999,8.1498146978102,0.10080155333213316
WSM,1980-1999,8.5458480329093103,0.27431761786362491
DNK,1980-1999,10.412952764790068,0.0092732305984896506
ESH,1980-1999,8.9478740872329059,0.004637556629596736
ATF,1980-1999,nan,nan
BFA,1980-1999,6.9371935548775676,0.1844738448460338
VEN,1980-1999,9.2590920319500469,0.099418708783959614
ARM,1980-1999,8.6535210178981199,0.094780212363589467
TJK,1980-1999,7.7359136427257988,0.082901561285938952
EST,1980-1999,9.7846214042167041,0.032858263218739144
ARE,1980-1999,10.679111480712891,0.0
THA,1980-1999,9.0071419875383203,0.013439642338460749
MAR,1980-1999,8.306848272399689,0.15534708628003893
ZMB,1980-1999,7.4228674152499705,0.13574137260056474
FUND-SIS,1980-1999,8.7394529546867137,0.16134253945818836
,1980-1999,8.7823534839381843,0.0074479546342103159
POL,1980-1999,9.8106033146339655,0.0063569308764307563
IND,1980-1999,8.1601553670670945,0.0687010750964855
MKD,1980-1999,9.1226594362999691,0.065096178006120622
KO-,1980-1999,8.9625396908705994,0.004637556629596736
STP,1980-1999,7.6119422572238031,0.05759762595485126
UZB,1980-1999,8.0571869949597072,0.022159830405770325
TZA,1980-1999,7.1599801142287474,0.054361501681852477
RUS,1980-1999,9.6505591310430336,0.016622814433729146
SWZ,1980-1999,8.340515617226453,0.098736231769225927
PER,1980-1999,9.0767386451811962,0.08736850036197838
BRN,1980-1999,10.703524849813579,0.057069293956964327
LIE,1980-1999,8.9230613888686463,0.004637556629596736
GIN,1980-1999,6.865058684365744,0.13969410052984005
SMR,1980-1999,8.9230613888686463,0.004637556629596736
AGO,1980-1999,8.5951938629150408,0.0
TUR,1980-1999,9.4062407909363941,0.11756792243129709
AND,1980-1999,8.9230613888686463,0.004637556629596736
DOM,1980-1999,9.1655471253178149,0.075769665049361709
PAK,1980-1999,7.8146112497408442,0.0012861183169689059
LCA,1980-1999,9.2096476424733087,0.21505686822491832
MWI,1980-1999,6.6434663428219149,0.087414389307355414
